x
1161	PIKFYVE
1162	TBX3
1163	ALDOC
1164	GUF1
1165	TSPAN12
1166	IKZF1
1167	WIPF1
1168	LMNB2
1169	COL1A1
1170	RPS16
1171	MDM2
1172	LILRA5
1173	IGLL3P
1174	KAZN
1175	CEL
1176	KLHL29
1177	ST3GAL5
1178	WASL
1179	NEDD8
1180	EGR1
1181	CLCN4
1182	APMAP
1183	RHD
1184	TUBB2A
1185	LOC105371508
1186	CHCHD6
1187	PPP4R1L
1188	PCDHGB7
1189	MAPT
1190	CARTPT
1191	RNF182
1192	RCC1L
1193	CHN1
1194	EXOC7
1195	PLEKHA3
1196	SPRED2
1197	PPIP5K1
1198	OCRL
1199	STMN2
1200	LGI1
1201	RPL27A
1202	ARHGAP44
1203	DSCR4
1204	RBFOX3
1205	AP1G2
1206	CASK
1207	SEC23B
1208	IGFBP7
1209	SUPT7L
1210	YLPM1
1211	CELF6
1212	KLHL36
1213	TSKS
1214	RPL22
1215	DTNA
1216	FLRT3
1217	LINC02882
1218	NCBP3
1219	IPP
1220	KCNQ3
1221	ELAVL1
1222	ANKRD18A
1223	RAPGEFL1
1224	GNB1
1225	COL10A1
1226	PDXDC1
1227	SEPSECS
1228	PNLIPRP2
1229	CCDC65
1230	PRKCA
1231	LSM1
1232	LINC01260
1233	LCLAT1
1234	SIPA1L3
1235	COX7C
1236	SPIRE2
1237	ANKRD44-IT1
1238	METTL17
1239	SDHC
1240	LOC101930421
1241	RBPMS
1242	EPRS1
1243	PARPBP
1244	SLC13A3
1245	CALCA
1246	CYFIP2
1247	SLC16A5
1248	ARL6IP6
1249	PDIA6
1250	HSP90AA1
1251	BMP6
1252	BPGM
1253	CYCS
1254	DBF4B
1255	GXYLT1
1256	THRAP3
1257	LRCH3
1258	CPLX3
1259	C8orf34
1260	COL5A2
1261	ASPH
1262	DOCK5
1263	RAN
1264	ZNF568
1265	ZNF277
1266	CEP41
1267	NAT8L
1268	CHD9
1269	FBXW11
1270	MAP2
1271	LOC339593
1272	CASP2
1273	LOC105378997
1274	LITAF
1275	CD44
1276	RFXAP
1277	JPH3
1278	SCN3B
1279	SNX3
1280	CLEC2D
1281	LOC93622
1282	ZMYM4
1283	SCAF11
1284	CRYGB
1285	UCP2
1286	SRR
1287	ADAM21
1288	DIS3
1289	ATP6V1D
1290	ARHGEF26
1291	LIMD1
1292	ELMOD1
1293	ZNRF1
1294	YWHAB
1295	COBLL1
1296	EAF1
1297	AP3D1
1298	COA8
1299	AKAP12
1300	ARIH1
1301	ATP6V1B2
1302	C9orf64
1303	CDC14B
1304	DCTD
1305	CUL1
1306	SPAG1
1307	PER1
1308	KCNJ2
1309	DGKB
1310	SYNJ1
1311	SYT1
1312	MEDAG
1313	HK2
1314	MTRES1
1315	LOC105378011
1316	ATP5MK
1317	BOLA3-DT
1318	IK
1319	TGFB1I1
1320	INSYN1
1321	HPCA
1322	CFAP100-DT
1323	C9orf85
1324	HNRNPC
1325	RASSF1
1326	SIK3
1327	SSBP3
1328	DGKE
1329	EHBP1L1
1330	KAT6B
1331	ARFGEF1
1332	WIPF3
1333	STMN2
1334	N4BP3
1335	ZNF292
1336	TJP2
1337	CNTN1
1338	CDC14B
1339	ELAVL2
1340	MEIG1
1341	PDIA6
1342	SULF1
1343	LINC02086
1344	PIN4
1345	TAC3
1346	MTX3
1347	DOK5
1348	CAMK2N1
1349	SOCS7
1350	AKR1C3
1351	IMPA1
1352	VWA5B1
1353	TBC1D10C
1354	EIF3K
1355	VPS50
1356	LLGL2
1357	SFXN4
1358	CCT2
1359	GEMIN7
1360	PKMYT1
1361	RSPH3
1362	APOL6
1363	FAXDC2
1364	RALGAPB
1365	GPD2
1366	ITPKB
1367	CLCN6
1368	MORC2
1369	GFER
1370	NEFL
1371	SNX24
1372	TNS1
1373	SLC48A1
1374	OSBPL6
1375	MBTPS2
1376	KLHL17
1377	TRIM36
1378	OLFM1
1379	PYGO1
1380	TCEA3
1381	CDH13
1382	CFL1
1383	PPP3CA
1384	ADCY7
1385	KLK5
1386	RO60
1387	MAP2
1388	APLP2
1389	SNAP91
1390	JMJD1C-AS1
1391	SMC6
1392	SMKR1
1393	HENMT1
1394	PLEKHA2
1395	LINC00265
1396	NNT
1397	LARGE1
1398	SOBP
1399	EFR3B
1400	GALNT2
1401	MC2R
1402	OTUD4
1403	SYT12
1404	PLAUR
1405	KIAA0895
1406	FBXO25
1407	RHOBTB3
1408	CARS1
1409	PLCB1
1410	WHAMMP2
1411	LDLRAP1
1412	SNAP25
1413	MORF4L2-AS1
1414	SMARCC1
1415	UBR4
1416	PAK1
1417	ITGB8
1418	COX7B
1419	PBRM1
1420	SSR4
1421	ALDH18A1
1422	CD47
1423	MAPK9
1424	RBM28
1425	LECT2
1426	PACRG-AS3
1427	EGR1
1428	TIA1
1429	KLHL20
1430	ARMCX4
1431	IP6K3
1432	C14orf132
1433	STAU1
1434	LLPH
1435	STAU1
1436	UNC13C
1437	MYT1L
1438	NPRL3
1439	C11orf58
1440	HTR2A
1441	TARDBP
1442	PTBP1
1443	GCG
1444	STXBP5L
1445	CHP1
1446	PLCD3
1447	SV2A
1448	B3GAT3
1449	EME2
1450	CDC25A
1451	MYO15A
1452	R3HDM1
1453	TOR4A
1454	KCNJ5
1455	CLIP1
1456	SNX21
1457	OCIAD2
1458	NTRK2
1459	THAP6
1460	CHMP4B
